;----------------------------------------------------
;Dump of Oscilloscope gather for X Axis
;Kp == 0.000000
;Ki == 0.000000
;Kd == 0.000000
;iL == 2560000.000000
;Kg == 0.000000
;Kv1 == 0.000000
;Ka == 0.000000
;accel_time == 0.500000
;samples_per_second == 200.000000
;----------------------------------------------------

Sample Seconds VExp VAbs ErrAbs ErrSum
412 2.060000 -18.295467 -17.000000 -7.000000 0.000000 
413 2.065000 -18.295467 -20.000000 -6.000000 0.000000 
414 2.070000 -18.295467 -17.000000 -9.000000 0.000000 
415 2.075000 -18.295467 -17.000000 -8.000000 0.000000 
416 2.080000 -18.295467 -19.000000 -7.000000 0.000000 
417 2.085000 -18.295467 -19.000000 -8.000000 0.000000 
418 2.090000 -18.295467 -17.000000 -8.000000 0.000000 
419 2.095000 -18.295467 -17.000000 -7.000000 0.000000 
420 2.100000 -18.295467 -20.000000 -6.000000 0.000000 
421 2.105000 -18.295467 -18.000000 -7.000000 0.000000 
422 2.110000 -18.295467 -17.000000 -7.000000 0.000000 
423 2.115000 -18.295467 -19.000000 -6.000000 0.000000 
424 2.120000 -18.295467 -19.000000 -7.000000 0.000000 
425 2.125000 -18.295467 -17.000000 -9.000000 0.000000 
426 2.130000 -18.295467 -17.000000 -8.000000 0.000000 
427 2.135000 -18.295467 -20.000000 -6.000000 0.000000 
428 2.140000 -18.295467 -19.000000 -7.000000 0.000000 
429 2.145000 -18.295467 -17.000000 -7.000000 0.000000 
430 2.150000 -18.295467 -18.000000 -6.000000 0.000000 
431 2.155000 -18.295467 -19.000000 -7.000000 0.000000 
432 2.160000 -18.295467 -18.000000 -8.000000 0.000000 
433 2.165000 -18.295467 -17.000000 -7.000000 0.000000 
434 2.170000 -18.295467 -20.000000 -6.000000 0.000000 
435 2.175000 -18.295467 -19.000000 -8.000000 0.000000 
436 2.180000 -18.295467 -16.000000 -9.000000 0.000000 
437 2.185000 -18.295467 -18.000000 -7.000000 0.000000 
438 2.190000 -18.295467 -20.000000 -7.000000 0.000000 
439 2.195000 -18.295467 -17.000000 -9.000000 0.000000 
440 2.200000 -18.295467 -17.000000 -7.000000 0.000000 
441 2.205000 -18.295467 -19.000000 -6.000000 0.000000 
442 2.210000 -18.295467 -19.000000 -7.000000 0.000000 
443 2.215000 -18.295467 -17.000000 -8.000000 0.000000 
444 2.220000 -18.295467 -19.000000 -6.000000 0.000000 
445 2.225000 -18.295467 -20.000000 -6.000000 0.000000 
446 2.230000 -18.295467 -17.000000 -9.000000 0.000000 
447 2.235000 -18.295467 -17.000000 -8.000000 0.000000 
448 2.240000 -18.295467 -19.000000 -7.000000 0.000000 
449 2.245000 -18.295467 -19.000000 -8.000000 0.000000 
450 2.250000 -18.295467 -17.000000 -9.000000 0.000000 
451 2.255000 -18.295467 -18.000000 -7.000000 0.000000 
452 2.260000 -18.295467 -20.000000 -6.000000 0.000000 
453 2.265000 -18.295467 -19.000000 -7.000000 0.000000 
454 2.270000 -18.295467 -17.000000 -7.000000 0.000000 
455 2.275000 -18.295467 -19.000000 -6.000000 0.000000 
456 2.280000 -18.295467 -19.000000 -7.000000 0.000000 
457 2.285000 -18.295467 -17.000000 -9.000000 0.000000 
458 2.290000 -18.295467 -17.000000 -8.000000 0.000000 
459 2.295000 -18.295467 -20.000000 -7.000000 0.000000 
460 2.300000 -18.295467 -18.000000 -8.000000 0.000000 
461 2.305000 -18.295467 -17.000000 -8.000000 0.000000 
462 2.310000 -18.295467 -19.000000 -6.000000 0.000000 
463 2.315000 -18.295467 -18.000000 -7.000000 0.000000 
464 2.320000 -18.295467 -18.000000 -7.000000 0.000000 
465 2.325000 -18.295467 -17.000000 -7.000000 0.000000 
466 2.330000 -18.295467 -20.000000 -6.000000 0.000000 
467 2.335000 -18.295467 -18.000000 -8.000000 0.000000 
468 2.340000 -18.295467 -17.000000 -8.000000 0.000000 
469 2.345000 -18.295467 -19.000000 -7.000000 0.000000 
470 2.350000 -18.295467 -20.000000 -7.000000 0.000000 
471 2.355000 -18.295467 -18.000000 -8.000000 0.000000 
472 2.360000 -18.295467 -17.000000 -8.000000 0.000000 
473 2.365000 -18.295467 -19.000000 -7.000000 0.000000 
474 2.370000 -18.295467 -18.000000 -8.000000 0.000000 
475 2.375000 -18.295467 -18.000000 -8.000000 0.000000 
476 2.380000 -18.295467 -18.000000 -7.000000 0.000000 
477 2.385000 -18.295467 -20.000000 -7.000000 0.000000 
478 2.390000 -18.295467 -17.000000 -9.000000 0.000000 
479 2.395000 -18.295467 -17.000000 -8.000000 0.000000 
480 2.400000 -18.295467 -19.000000 -7.000000 0.000000 
481 2.405000 -18.295467 -19.000000 -7.000000 0.000000 
482 2.410000 -18.295467 -17.000000 -8.000000 0.000000 
483 2.415000 -18.295467 -18.000000 -7.000000 0.000000 
484 2.420000 -18.295467 -20.000000 -6.000000 0.000000 
485 2.425000 -18.295467 -18.000000 -7.000000 0.000000 
486 2.430000 -18.295467 -17.000000 -7.000000 0.000000 
487 2.435000 -18.295467 -19.000000 -5.000000 0.000000 
488 2.440000 -18.295467 -21.000000 -5.000000 0.000000 
489 2.445000 -18.295467 -17.000000 -7.000000 0.000000 
490 2.450000 -18.295467 -19.000000 -6.000000 0.000000 
491 2.455000 -18.295467 -19.000000 -7.000000 0.000000 
492 2.460000 -18.295467 -18.000000 -9.000000 0.000000 
493 2.465000 -18.295467 -17.000000 -9.000000 0.000000 
494 2.470000 -18.295467 -20.000000 -7.000000 0.000000 
495 2.475000 -18.295467 -19.000000 -7.000000 0.000000 
496 2.480000 -18.295467 -17.000000 -8.000000 0.000000 
497 2.485000 -18.295467 -18.000000 -7.000000 0.000000 
498 2.490000 -18.295467 -20.000000 -7.000000 0.000000 
499 2.495000 -18.295467 -18.000000 -8.000000 0.000000 
500 2.500000 -18.295467 -17.000000 -7.000000 0.000000 
501 2.505000 -18.295467 -19.000000 -6.000000 0.000000 
502 2.510000 -18.295467 -19.000000 -7.000000 0.000000 
503 2.515000 -18.295467 -16.000000 -9.000000 0.000000 
504 2.520000 -18.295467 -17.000000 -9.000000 0.000000 
505 2.525000 -18.295467 -20.000000 -8.000000 0.000000 
506 2.530000 -18.295467 -19.000000 -7.000000 0.000000 
507 2.535000 -18.295467 -17.000000 -7.000000 0.000000 
508 2.540000 -18.295467 -18.000000 -6.000000 0.000000 
509 2.545000 -18.295467 -19.000000 -7.000000 0.000000 
510 2.550000 -18.295467 -17.000000 -8.000000 0.000000 
511 2.555000 -18.295467 -17.000000 -8.000000 0.000000 
512 2.560000 -18.295467 -19.000000 -7.000000 0.000000 
513 2.565000 -18.295467 -18.000000 -8.000000 0.000000 
514 2.570000 -18.295467 -18.000000 -7.000000 0.000000 
515 2.575000 -18.295467 -18.000000 -7.000000 0.000000 
516 2.580000 -18.295467 -20.000000 -8.000000 0.000000 
517 2.585000 -18.295467 -18.000000 -8.000000 0.000000 
518 2.590000 -18.295467 -17.000000 -7.000000 0.000000 
519 2.595000 -18.295467 -20.000000 -6.000000 0.000000 
520 2.600000 -18.295467 -19.000000 -7.000000 0.000000 
521 2.605000 -18.295467 -17.000000 -8.000000 0.000000 
522 2.610000 -18.295467 -18.000000 -7.000000 0.000000 
523 2.615000 -18.295467 -20.000000 -7.000000 0.000000 
524 2.620000 -18.295467 -18.000000 -8.000000 0.000000 
525 2.625000 -18.295467 -17.000000 -8.000000 0.000000 
526 2.630000 -18.295467 -19.000000 -7.000000 0.000000 
527 2.635000 -18.295467 -19.000000 -8.000000 0.000000 
528 2.640000 -18.295467 -17.000000 -9.000000 0.000000 
529 2.645000 -18.295467 -19.000000 -7.000000 0.000000 
530 2.650000 -18.295467 -19.000000 -7.000000 0.000000 
531 2.655000 -18.295467 -18.000000 -8.000000 0.000000 
532 2.660000 -18.295467 -17.000000 -7.000000 0.000000 
533 2.665000 -18.295467 -20.000000 -6.000000 0.000000 
534 2.670000 -18.295467 -19.000000 -8.000000 0.000000 
535 2.675000 -18.295467 -17.000000 -9.000000 0.000000 
536 2.680000 -18.295467 -18.000000 -7.000000 0.000000 
537 2.685000 -18.295467 -20.000000 -6.000000 0.000000 
538 2.690000 -18.295467 -18.000000 -8.000000 0.000000 
539 2.695000 -18.295467 -17.000000 -8.000000 0.000000 
540 2.700000 -18.295467 -19.000000 -6.000000 0.000000 
541 2.705000 -18.295467 -20.000000 -6.000000 0.000000 
542 2.710000 -18.295467 -17.000000 -8.000000 0.000000 
543 2.715000 -18.295467 -17.000000 -7.000000 0.000000 
544 2.720000 -18.295467 -20.000000 -6.000000 0.000000 
545 2.725000 -18.295467 -18.000000 -8.000000 0.000000 
546 2.730000 -18.295467 -17.000000 -8.000000 0.000000 
547 2.735000 -18.295467 -18.000000 -7.000000 0.000000 
548 2.740000 -18.295467 -19.000000 -8.000000 0.000000 
549 2.745000 -18.295467 -17.000000 -9.000000 0.000000 
550 2.750000 -18.295467 -18.000000 -7.000000 0.000000 
551 2.755000 -18.295467 -20.000000 -6.000000 0.000000 
552 2.760000 -18.295467 -18.000000 -8.000000 0.000000 
553 2.765000 -18.295467 -18.000000 -7.000000 0.000000 
554 2.770000 -18.295467 -19.000000 -6.000000 0.000000 
555 2.775000 -18.295467 -19.000000 -7.000000 0.000000 
556 2.780000 -18.295467 -17.000000 -8.000000 0.000000 
557 2.785000 -18.295467 -18.000000 -7.000000 0.000000 
558 2.790000 -18.295467 -20.000000 -7.000000 0.000000 
559 2.795000 -18.295467 -18.000000 -9.000000 0.000000 
560 2.800000 -18.295467 -17.000000 -9.000000 0.000000 
561 2.805000 -18.295467 -18.000000 -9.000000 0.000000 
562 2.810000 -18.295467 -19.000000 -8.000000 0.000000 
563 2.815000 -18.295467 -18.000000 -8.000000 0.000000 
564 2.820000 -18.295467 -17.000000 -8.000000 0.000000 
565 2.825000 -18.295467 -19.000000 -7.000000 0.000000 
566 2.830000 -18.295467 -18.000000 -8.000000 0.000000 
567 2.835000 -18.295467 -17.000000 -8.000000 0.000000 
568 2.840000 -18.295467 -18.000000 -7.000000 0.000000 
569 2.845000 -18.295467 -20.000000 -7.000000 0.000000 
570 2.850000 -18.295467 -18.000000 -8.000000 0.000000 
571 2.855000 -18.295467 -17.000000 -8.000000 0.000000 
572 2.860000 -18.295467 -19.000000 -7.000000 0.000000 
573 2.865000 -18.295467 -18.000000 -7.000000 0.000000 
574 2.870000 -18.295467 -17.000000 -7.000000 0.000000 
575 2.875000 -18.295467 -19.000000 -6.000000 0.000000 
576 2.880000 -18.295467 -20.000000 -6.000000 0.000000 
577 2.885000 -18.295467 -18.000000 -7.000000 0.000000 
578 2.890000 -18.295467 -17.000000 -7.000000 0.000000 
579 2.895000 -18.295467 -20.000000 -5.000000 0.000000 
580 2.900000 -18.295467 -18.000000 -8.000000 0.000000 
581 2.905000 -18.295467 -17.000000 -9.000000 0.000000 
582 2.910000 -18.295467 -19.000000 -8.000000 0.000000 
583 2.915000 -18.295467 -20.000000 -7.000000 0.000000 
584 2.920000 -18.295467 -18.000000 -8.000000 0.000000 
585 2.925000 -18.295467 -17.000000 -7.000000 0.000000 
586 2.930000 -18.295467 -20.000000 -6.000000 0.000000 
587 2.935000 -18.295467 -20.000000 -7.000000 0.000000 
588 2.940000 -18.295467 -17.000000 -9.000000 0.000000 
589 2.945000 -18.295467 -18.000000 -7.000000 0.000000 
590 2.950000 -18.295467 -20.000000 -6.000000 0.000000 
591 2.955000 -18.295467 -19.000000 -8.000000 0.000000 
592 2.960000 -18.295467 -17.000000 -8.000000 0.000000 
593 2.965000 -18.295467 -19.000000 -7.000000 0.000000 
594 2.970000 -18.295467 -19.000000 -8.000000 0.000000 
595 2.975000 -18.295467 -16.000000 -8.000000 0.000000 
596 2.980000 -18.295467 -18.000000 -6.000000 0.000000 
597 2.985000 -18.295467 -19.000000 -6.000000 0.000000 
598 2.990000 -18.295467 -18.000000 -8.000000 0.000000 
599 2.995000 -18.295467 -17.000000 -8.000000 0.000000 
600 3.000000 -18.295467 -19.000000 -6.000000 0.000000 
601 3.005000 -18.295467 -20.000000 -6.000000 0.000000 
602 3.010000 -18.295467 -18.000000 -7.000000 0.000000 
603 3.015000 -18.295467 -18.000000 -7.000000 0.000000 
604 3.020000 -18.295467 -20.000000 -7.000000 0.000000 
605 3.025000 -18.295467 -19.000000 -8.000000 0.000000 
606 3.030000 -18.295467 -18.000000 -7.000000 0.000000 
607 3.035000 -18.295467 -18.000000 -5.000000 0.000000 
608 3.040000 -18.295467 -19.000000 -6.000000 0.000000 
609 3.045000 -18.295467 -17.000000 -9.000000 0.000000 
610 3.050000 -18.295467 -17.000000 -9.000000 0.000000 
611 3.055000 -18.295467 -20.000000 -6.000000 0.000000 
612 3.060000 -18.295467 -19.000000 -7.000000 0.000000 
613 3.065000 -18.295467 -17.000000 -8.000000 0.000000 
614 3.070000 -18.295467 -17.000000 -8.000000 0.000000 
615 3.075000 -18.295467 -19.000000 -8.000000 0.000000 
616 3.080000 -18.295467 -17.000000 -10.000000 0.000000 
617 3.085000 -18.295467 -17.000000 -8.000000 0.000000 
618 3.090000 -18.295467 -20.000000 -6.000000 0.000000 
619 3.095000 -18.295467 -18.000000 -8.000000 0.000000 
620 3.100000 -18.295467 -17.000000 -9.000000 0.000000 
621 3.105000 -18.295467 -19.000000 -7.000000 0.000000 
622 3.110000 -18.295467 -20.000000 -7.000000 0.000000 
623 3.115000 -18.295467 -18.000000 -8.000000 0.000000 
624 3.120000 -18.295467 -17.000000 -7.000000 0.000000 
625 3.125000 -18.295467 -20.000000 -7.000000 0.000000 
626 3.130000 -18.295467 -19.000000 -9.000000 0.000000 
627 3.135000 -18.295467 -18.000000 -8.000000 0.000000 
628 3.140000 -18.295467 -18.000000 -6.000000 0.000000 
629 3.145000 -18.295467 -20.000000 -5.000000 0.000000 
630 3.150000 -18.295467 -18.000000 -7.000000 0.000000 
631 3.155000 -18.295467 -17.000000 -7.000000 0.000000 
632 3.160000 -18.295467 -19.000000 -6.000000 0.000000 
633 3.165000 -18.295467 -19.000000 -7.000000 0.000000 
634 3.170000 -18.295467 -17.000000 -8.000000 0.000000 
635 3.175000 -18.295467 -17.000000 -7.000000 0.000000 
636 3.180000 -18.295467 -20.000000 -6.000000 0.000000 
637 3.185000 -18.295467 -18.000000 -8.000000 0.000000 
638 3.190000 -18.295467 -17.000000 -8.000000 0.000000 
639 3.195000 -18.295467 -19.000000 -7.000000 0.000000 
640 3.200000 -18.295467 -19.000000 -7.000000 0.000000 
641 3.205000 -18.295467 -18.000000 -7.000000 0.000000 
642 3.210000 -18.295467 -18.000000 -6.000000 0.000000 
643 3.215000 -18.295467 -20.000000 -7.000000 0.000000 
644 3.220000 -18.295467 -18.000000 -9.000000 0.000000 
645 3.225000 -18.295467 -17.000000 -9.000000 0.000000 
646 3.230000 -18.295467 -19.000000 -7.000000 0.000000 
647 3.235000 -18.295467 -19.000000 -8.000000 0.000000 
648 3.240000 -18.295467 -17.000000 -9.000000 0.000000 
649 3.245000 -18.295467 -17.000000 -9.000000 0.000000 
650 3.250000 -18.295467 -19.000000 -7.000000 0.000000 
651 3.255000 -18.295467 -18.000000 -8.000000 0.000000 
652 3.260000 -18.295467 -17.000000 -8.000000 0.000000 
653 3.265000 -18.295467 -19.000000 -6.000000 0.000000 
654 3.270000 -18.295467 -20.000000 -6.000000 0.000000 
655 3.275000 -18.295467 -17.000000 -8.000000 0.000000 
656 3.280000 -18.295467 -17.000000 -7.000000 0.000000 
657 3.285000 -18.295467 -19.000000 -6.000000 0.000000 
658 3.290000 -18.295467 -19.000000 -7.000000 0.000000 
659 3.295000 -18.295467 -17.000000 -8.000000 0.000000 
660 3.300000 -18.295467 -20.000000 -6.000000 0.000000 
661 3.305000 -18.295467 -19.000000 -6.000000 0.000000 
662 3.310000 -18.295467 -18.000000 -7.000000 0.000000 
663 3.315000 -18.295467 -18.000000 -7.000000 0.000000 
664 3.320000 -18.295467 -20.000000 -6.000000 0.000000 
665 3.325000 -18.295467 -18.000000 -8.000000 0.000000 
666 3.330000 -18.295467 -17.000000 -8.000000 0.000000 
667 3.335000 -18.295467 -19.000000 -7.000000 0.000000 
668 3.340000 -18.295467 -20.000000 -7.000000 0.000000 
669 3.345000 -18.295467 -17.000000 -9.000000 0.000000 
670 3.350000 -18.295467 -17.000000 -8.000000 0.000000 
671 3.355000 -18.295467 -20.000000 -7.000000 0.000000 
672 3.360000 -18.295467 -18.000000 -8.000000 0.000000 
673 3.365000 -18.295467 -17.000000 -8.000000 0.000000 
674 3.370000 -18.295467 -18.000000 -7.000000 0.000000 
675 3.375000 -18.295467 -19.000000 -7.000000 0.000000 
676 3.380000 -18.295467 -19.000000 -8.000000 0.000000 
677 3.385000 -18.295467 -17.000000 -8.000000 0.000000 
678 3.390000 -18.295467 -19.000000 -7.000000 0.000000 
679 3.395000 -18.295467 -19.000000 -7.000000 0.000000 
680 3.400000 -18.295467 -17.000000 -8.000000 0.000000 
681 3.405000 -18.295467 -18.000000 -7.000000 0.000000 
682 3.410000 -18.295467 -20.000000 -7.000000 0.000000 
683 3.415000 -18.295467 -18.000000 -7.000000 0.000000 
684 3.420000 -18.295467 -17.000000 -7.000000 0.000000 
685 3.425000 -18.295467 -19.000000 -7.000000 0.000000 
686 3.430000 -18.295467 -20.000000 -7.000000 0.000000 
687 3.435000 -18.295467 -17.000000 -8.000000 0.000000 
688 3.440000 -18.295467 -18.000000 -6.000000 0.000000 
689 3.445000 -18.295467 -20.000000 -6.000000 0.000000 
690 3.450000 -18.295467 -18.000000 -8.000000 0.000000 
691 3.455000 -18.295467 -17.000000 -8.000000 0.000000 
692 3.460000 -18.295467 -19.000000 -7.000000 0.000000 
693 3.465000 -18.295467 -19.000000 -7.000000 0.000000 
694 3.470000 -18.295467 -17.000000 -8.000000 0.000000 
695 3.475000 -18.295467 -17.000000 -7.000000 0.000000 
696 3.480000 -18.295467 -20.000000 -6.000000 0.000000 
697 3.485000 -18.295467 -18.000000 -8.000000 0.000000 
698 3.490000 -18.295467 -16.000000 -8.000000 0.000000 
699 3.495000 -18.295467 -18.000000 -7.000000 0.000000 
700 3.500000 -18.295467 -19.000000 -8.000000 0.000000 
701 3.505000 -18.295467 -18.000000 -9.000000 0.000000 
702 3.510000 -18.295467 -17.000000 -8.000000 0.000000 
703 3.515000 -18.295467 -20.000000 -7.000000 0.000000 
704 3.520000 -18.295467 -19.000000 -8.000000 0.000000 
705 3.525000 -18.295467 -17.000000 -8.000000 0.000000 
706 3.530000 -18.295467 -19.000000 -6.000000 0.000000 
707 3.535000 -18.295467 -20.000000 -7.000000 0.000000 
708 3.540000 -18.295467 -18.000000 -8.000000 0.000000 
709 3.545000 -18.295467 -18.000000 -7.000000 0.000000 
710 3.550000 -18.295467 -19.000000 -6.000000 0.000000 
711 3.555000 -18.295467 -18.000000 -7.000000 0.000000 
712 3.560000 -18.295467 -17.000000 -8.000000 0.000000 
713 3.565000 -18.295467 -19.000000 -7.000000 0.000000 
714 3.570000 -18.295467 -20.000000 -7.000000 0.000000 
715 3.575000 -18.295467 -18.000000 -7.000000 0.000000 
716 3.580000 -18.295467 -17.000000 -6.000000 0.000000 
717 3.585000 -18.295467 -19.000000 -6.000000 0.000000 
718 3.590000 -18.295467 -19.000000 -8.000000 0.000000 
719 3.595000 -18.295467 -17.000000 -8.000000 0.000000 
720 3.600000 -18.295467 -19.000000 -6.000000 0.000000 
721 3.605000 -18.295467 -19.000000 -6.000000 0.000000 
722 3.610000 -18.295467 -18.000000 -8.000000 0.000000 
723 3.615000 -18.295467 -17.000000 -9.000000 0.000000 
724 3.620000 -18.295467 -20.000000 -7.000000 0.000000 
725 3.625000 -18.295467 -20.000000 -7.000000 0.000000 
726 3.630000 -18.295467 -17.000000 -8.000000 0.000000 
727 3.635000 -18.295467 -18.000000 -7.000000 0.000000 
728 3.640000 -18.295467 -19.000000 -7.000000 0.000000 
729 3.645000 -18.295467 -18.000000 -8.000000 0.000000 
730 3.650000 -18.295467 -18.000000 -8.000000 0.000000 
731 3.655000 -18.295467 -19.000000 -7.000000 0.000000 
732 3.660000 -18.295467 -20.000000 -7.000000 0.000000 
733 3.665000 -18.295467 -17.000000 -8.000000 0.000000 
734 3.670000 -18.295467 -18.000000 -7.000000 0.000000 
735 3.675000 -18.295467 -19.000000 -7.000000 0.000000 
736 3.680000 -18.295467 -18.000000 -8.000000 0.000000 
737 3.685000 -18.295467 -17.000000 -8.000000 0.000000 
738 3.690000 -18.295467 -20.000000 -5.000000 0.000000 
739 3.695000 -18.295467 -19.000000 -7.000000 0.000000 
740 3.700000 -18.295467 -16.000000 -9.000000 0.000000 
741 3.705000 -18.295467 -18.000000 -7.000000 0.000000 
742 3.710000 -18.295467 -20.000000 -6.000000 0.000000 
743 3.715000 -18.295467 -19.000000 -7.000000 0.000000 
744 3.720000 -18.295467 -17.000000 -7.000000 0.000000 
745 3.725000 -18.295467 -18.000000 -7.000000 0.000000 
746 3.730000 -18.295467 -19.000000 -7.000000 0.000000 
747 3.735000 -18.295467 -18.000000 -8.000000 0.000000 
748 3.740000 -18.295467 -18.000000 -7.000000 0.000000 
749 3.745000 -18.295467 -20.000000 -5.000000 0.000000 
750 3.750000 -18.295467 -19.000000 -7.000000 0.000000 
751 3.755000 -18.295467 -18.000000 -7.000000 0.000000 
752 3.760000 -18.295467 -19.000000 -6.000000 0.000000 
753 3.765000 -18.295467 -20.000000 -7.000000 0.000000 
754 3.770000 -18.295467 -17.000000 -8.000000 0.000000 
755 3.775000 -18.295467 -17.000000 -7.000000 0.000000 
756 3.780000 -18.295467 -20.000000 -6.000000 0.000000 
757 3.785000 -18.295467 -19.000000 -8.000000 0.000000 
758 3.790000 -18.295467 -17.000000 -9.000000 0.000000 
759 3.795000 -18.295467 -19.000000 -7.000000 0.000000 
760 3.800000 -18.295467 -19.000000 -7.000000 0.000000 
761 3.805000 -18.295467 -17.000000 -8.000000 0.000000 
762 3.810000 -18.295467 -17.000000 -8.000000 0.000000 
763 3.815000 -18.295467 -19.000000 -7.000000 0.000000 
764 3.820000 -18.295467 -19.000000 -8.000000 0.000000 
765 3.825000 -18.295467 -17.000000 -8.000000 0.000000 
766 3.830000 -18.295467 -19.000000 -7.000000 0.000000 
767 3.835000 -18.295467 -20.000000 -6.000000 0.000000 
768 3.840000 -18.295467 -18.000000 -7.000000 0.000000 
769 3.845000 -18.295467 -16.000000 -7.000000 0.000000 
770 3.850000 -18.295467 -19.000000 -7.000000 0.000000 
771 3.855000 -18.295467 -19.000000 -8.000000 0.000000 
772 3.860000 -18.295467 -17.000000 -8.000000 0.000000 
773 3.865000 -18.295467 -18.000000 -6.000000 0.000000 
774 3.870000 -18.295467 -20.000000 -5.000000 0.000000 
775 3.875000 -18.295467 -18.000000 -7.000000 0.000000 
776 3.880000 -18.295467 -16.000000 -8.000000 0.000000 
777 3.885000 -18.295467 -19.000000 -7.000000 0.000000 
778 3.890000 -18.295467 -20.000000 -7.000000 0.000000 
779 3.895000 -18.295467 -18.000000 -7.000000 0.000000 
780 3.900000 -18.295467 -18.000000 -6.000000 0.000000 
781 3.905000 -18.295467 -20.000000 -6.000000 0.000000 
782 3.910000 -18.295467 -18.000000 -8.000000 0.000000 
783 3.915000 -18.295467 -17.000000 -8.000000 0.000000 
784 3.920000 -18.295467 -19.000000 -5.000000 0.000000 
785 3.925000 -18.295467 -19.000000 -7.000000 0.000000 
786 3.930000 -18.295467 -17.000000 -8.000000 0.000000 
787 3.935000 -18.295467 -17.000000 -8.000000 0.000000 
788 3.940000 -18.295467 -20.000000 -7.000000 0.000000 
789 3.945000 -18.295467 -19.000000 -8.000000 0.000000 
790 3.950000 -18.295467 -17.000000 -8.000000 0.000000 
791 3.955000 -18.295467 -18.000000 -8.000000 0.000000 
792 3.960000 -18.295467 -19.000000 -9.000000 0.000000 
793 3.965000 -18.295467 -18.000000 -9.000000 0.000000 
794 3.970000 -18.295467 -18.000000 -7.000000 0.000000 
795 3.975000 -18.295467 -19.000000 -6.000000 0.000000 
796 3.980000 -18.295467 -19.000000 -7.000000 0.000000 
797 3.985000 -18.295467 -17.000000 -8.000000 0.000000 
798 3.990000 -18.295467 -19.000000 -7.000000 0.000000 
799 3.995000 -18.295467 -20.000000 -7.000000 0.000000 
800 4.000000 -18.295467 -18.000000 -7.000000 0.000000 
801 4.005000 -18.295467 -17.000000 -6.000000 0.000000 
802 4.010000 -18.295467 -19.000000 -6.000000 0.000000 
803 4.015000 -18.295467 -18.000000 -8.000000 0.000000 
804 4.020000 -18.295467 -17.000000 -8.000000 0.000000 
805 4.025000 -18.295467 -19.000000 -6.000000 0.000000 
806 4.030000 -18.295467 -20.000000 -6.000000 0.000000 
807 4.035000 -18.295467 -17.000000 -8.000000 0.000000 
808 4.040000 -18.295467 -17.000000 -9.000000 0.000000 
809 4.045000 -18.295467 -20.000000 -7.000000 0.000000 
810 4.050000 -18.295467 -20.000000 -7.000000 0.000000 
811 4.055000 -18.295467 -17.000000 -8.000000 0.000000 
812 4.060000 -18.295467 -18.000000 -7.000000 0.000000 
813 4.065000 -18.295467 -20.000000 -8.000000 0.000000 
814 4.070000 -18.295467 -18.000000 -10.000000 0.000000 
815 4.075000 -18.295467 -17.000000 -8.000000 0.000000 
816 4.080000 -18.295467 -19.000000 -6.000000 0.000000 
817 4.085000 -18.295467 -19.000000 -8.000000 0.000000 
818 4.090000 -18.295467 -17.000000 -9.000000 0.000000 
819 4.095000 -18.295467 -19.000000 -7.000000 0.000000 
820 4.100000 -18.295467 -19.000000 -6.000000 0.000000 
821 4.105000 -18.295467 -17.000000 -8.000000 0.000000 
822 4.110000 -18.295467 -17.000000 -8.000000 0.000000 
823 4.115000 -18.295467 -19.000000 -7.000000 0.000000 
824 4.120000 -18.295467 -19.000000 -8.000000 0.000000 
825 4.125000 -18.295467 -17.000000 -8.000000 0.000000 
826 4.130000 -18.295467 -18.000000 -7.000000 0.000000 
827 4.135000 -18.295467 -19.000000 -8.000000 0.000000 
828 4.140000 -18.295467 -17.000000 -8.000000 0.000000 
829 4.145000 -18.295467 -17.000000 -7.000000 0.000000 
830 4.150000 -18.295467 -19.000000 -7.000000 0.000000 
831 4.155000 -18.295467 -19.000000 -7.000000 0.000000 
832 4.160000 -18.295467 -18.000000 -8.000000 0.000000 
833 4.165000 -18.295467 -18.000000 -8.000000 0.000000 
834 4.170000 -18.295467 -20.000000 -6.000000 0.000000 
835 4.175000 -18.295467 -19.000000 -7.000000 0.000000 
836 4.180000 -18.295467 -17.000000 -8.000000 0.000000 
837 4.185000 -18.295467 -18.000000 -6.000000 0.000000 
838 4.190000 -18.295467 -20.000000 -6.000000 0.000000 
839 4.195000 -18.295467 -17.000000 -7.000000 0.000000 
840 4.200000 -18.295467 -17.000000 -7.000000 0.000000 
841 4.205000 -18.295467 -19.000000 -7.000000 0.000000 
842 4.210000 -18.295467 -19.000000 -8.000000 0.000000 
843 4.215000 -18.295467 -18.000000 -8.000000 0.000000 
844 4.220000 -18.295467 -19.000000 -7.000000 0.000000 
845 4.225000 -18.295467 -20.000000 -7.000000 0.000000 
846 4.230000 -18.295467 -17.000000 -9.000000 0.000000 
847 4.235000 -18.295467 -17.000000 -8.000000 0.000000 
848 4.240000 -18.295467 -20.000000 -6.000000 0.000000 
849 4.245000 -18.295467 -19.000000 -7.000000 0.000000 
850 4.250000 -18.295467 -18.000000 -7.000000 0.000000 
851 4.255000 -18.295467 -18.000000 -7.000000 0.000000 
852 4.260000 -18.295467 -20.000000 -7.000000 0.000000 
853 4.265000 -18.295467 -18.000000 -8.000000 0.000000 
854 4.270000 -18.295467 -17.000000 -7.000000 0.000000 
855 4.275000 -18.295467 -20.000000 -6.000000 0.000000 
856 4.280000 -18.295467 -19.000000 -7.000000 0.000000 
857 4.285000 -18.295467 -17.000000 -8.000000 0.000000 
